"ID","Regen_Plot","COUNT.TOTAL","Species","X5yr","X6yr","X7yr","X8yr","X9yr","X10yr","X11yr","X12yr","._sprouts","DBH..cm.","talst_age","tallest_ht_cm","tallest_lastyr_cm"
3,"PNP1110069",1,"CONU4",NA,NA,NA,NA,NA,NA,NA,1,10,"3",12,400,45
4,"PNP1110210",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,1,4,"0.5",12,350,29
5,"PNP1110127",1,"CONU4",NA,NA,NA,NA,NA,NA,NA,1,9,"1.7",12,260,38
15,"PNP1110210",1,"QUKE",NA,NA,NA,NA,NA,NA,NA,1,5,"4",12,460,31
16,"PNP1110127",1,"CONU4",NA,NA,NA,NA,NA,NA,NA,1,4,"0.6",12,170,27
17,"PNP1110189",1,"CONU4",NA,NA,NA,NA,NA,NA,NA,1,4,"1.5",12,340,44
18,"PNP1110189",1,"CONU4",NA,NA,NA,NA,NA,NA,NA,1,3,"2",12,400,36
19,"PNP1110189",1,"ACMA",NA,NA,NA,NA,NA,NA,NA,1,5,"7.5",12,700,60
20,"PNP1110189",1,"CONU4",NA,NA,NA,NA,NA,NA,NA,1,4,"3",12,400,41
21,"PNP1110189",1,"CONU4",NA,NA,NA,NA,NA,NA,NA,1,5,"2.2",12,400,40
22,"PNP1110189",1,"CONU4",NA,NA,NA,NA,NA,NA,NA,1,4,"2",12,310,36
24,"PNP1110011",1,"CONU4",NA,NA,NA,NA,NA,1,NA,NA,5,"1.1",10,220,32
25,"PNP1110011",1,"CONU4",NA,NA,NA,NA,1,NA,NA,NA,5,"0.8",9,180,30
26,"PNP1110011",1,"CONU4",NA,NA,NA,NA,1,NA,NA,NA,4,"0.5",9,180,22
27,"PNP1110011",1,"CONU4",NA,NA,NA,NA,1,NA,NA,NA,3,"1",9,160,26
28,"PNP1110011",1,"LIDE3",NA,1,NA,NA,NA,NA,NA,NA,4,"0.4",6,140,25
29,"PNP1110011",1,"LIDE3",NA,NA,NA,1,NA,NA,NA,NA,11,"0.8",8,180,26
30,"PNP1110011",1,"LIDE3",NA,NA,NA,1,NA,NA,NA,NA,4,NA,8,135,11
31,"PNP1110011",1,"LIDE3",NA,NA,NA,1,NA,NA,NA,NA,4,"0.7",8,150,23
32,"PNP1110002",1,"LIDE3",NA,1,NA,NA,NA,NA,NA,NA,3,NA,6,80,10
33,"PNP1110002",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,1,7,"1",12,200,20
34,"PNP1110002",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,15,8
35,"PNP1110111",3,"LIDE3",2,NA,NA,NA,1,NA,NA,NA,9,"1",9,155,24
36,"PNP1110111",1,"ARME",NA,1,NA,NA,NA,NA,NA,NA,7,"1.5",6,225,30
37,"PNP1110111",1,"LIDE3",NA,NA,1,NA,NA,NA,NA,NA,8,NA,7,95,22
38,"PNP1110111",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,50,20
39,"PNP1110111",1,"LIDE3",NA,1,NA,NA,NA,NA,NA,NA,6,NA,6,85,19
40,"PNP1110111",1,"LIDE3",NA,1,NA,NA,NA,NA,NA,NA,4,NA,6,70,22
41,"PNP1110107",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,8,"2",12,250,18
42,"PNP1110107",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,7,"1.5",12,225,20
43,"PNP1110107",1,"CONU4",NA,NA,NA,NA,NA,NA,NA,1,12,"2",12,300,19
44,"PNP1110107",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,10,"2.5",12,280,23
45,"PNP1110107",2,"LIDE3",1,NA,NA,NA,NA,NA,NA,1,5,"3",12,300,12
46,"PNP1110107",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,7,"3",12,350,28
47,"PNP1110107",1,"CONU4",NA,NA,NA,NA,NA,NA,NA,1,11,"5.5",12,400,22
48,"PNP1110109",1,"LIDE3",NA,NA,NA,NA,1,NA,NA,NA,12,"1.8",9,150,17
49,"PNP1110109",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,70,20
50,"PNP1110109",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,60,11
51,"PNP1110109",1,"LIDE3",NA,1,NA,NA,NA,NA,NA,NA,6,NA,6,100,17
53,"PNP1110109",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,40,16
54,"PNP1110109",1,"LIDE3",NA,1,NA,NA,NA,NA,NA,NA,6,NA,6,120,15
55,"PNP1110109",1,"CONU4",1,NA,NA,NA,NA,NA,NA,NA,10,NA,5,110,19
56,"PNP1110038",1,"ACMA",NA,NA,NA,NA,NA,NA,NA,1,2,"2.5",12,400,30
57,"PNP1110128",1,"CONU4",NA,NA,NA,NA,NA,NA,1,NA,6,"3.5",11,500,33
58,"PNP1110128",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,4,"4",12,570,45
59,"PNP1110128",1,"CONU4",NA,NA,NA,NA,1,NA,NA,NA,4,"2",9,400,40
60,"PNP1110128",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,2,"2.3",12,350,33
61,"PNP1110128",1,"LIDE3",NA,NA,1,NA,NA,NA,NA,NA,2,"0.4",7,200,22
62,"PNP1110165",1,"ARME",NA,NA,NA,NA,NA,NA,NA,1,9,"3",12,450,20
63,"BST1100350",6,"ALNUS",6,NA,NA,NA,NA,NA,NA,NA,9,"3.2",5,450,59
64,"PNP1110123",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,8,"4",12,500,25
65,"PNP1110123",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,14,"6.5",12,600,30
66,"PNP1110123",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,3,"0.7",12,200,20
67,"PNP1110123",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,17,"3",12,450,20
68,"PNP1110123",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,2,"0.5",12,200,20
69,"PNP1110123",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,4,"3.8",12,500,26
70,"PNP1110123",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,7,"6",12,550,15
71,"PNP1110123",1,"ARME",NA,NA,NA,NA,NA,NA,NA,1,1,"4",12,460,40
72,"PNP1110233",1,"LIDE3",NA,NA,NA,1,NA,NA,NA,NA,10,"1",8,250,32
73,"PNP1110233",1,"LIDE3",NA,NA,1,NA,NA,NA,NA,NA,13,"1.5",7,230,32
74,"PNP1110233",1,"LIDE3",NA,NA,1,NA,NA,NA,NA,NA,3,"1",7,200,18
75,"PNP1110146",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,3,"2.2",12,350,37
76,"PNP1110146",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,3,"2",12,400,41
77,"PNP1110146",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,3,"2",12,320,34
78,"PNP1110146",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,10,"3",12,410,38
79,"PNP1110146",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,3,"3.5",12,350,48
80,"PNP1110146",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,4,"3.2",12,630,50
81,"PNP1110146",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,2,"2.9",12,500,30
82,"PNP1110146",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,7,"2",12,420,45
83,"PNP1110146",1,"CONU4",NA,NA,NA,NA,NA,NA,NA,1,4,"1.3",12,280,41
84,"PNP1110147",1,"ARME",NA,1,NA,NA,NA,NA,NA,NA,4,"1",6,220,32
85,"PNP1110147",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,10,"6",12,700,45
86,"PNP1110149",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,3,"3.5",12,300,35
87,"PNP1110149",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,3,"0.6",12,170,30
88,"PNP1110149",1,"QUKE",NA,NA,NA,NA,NA,NA,NA,1,3,"2",12,210,19
89,"PNP1110150",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,80,20
90,"PNP1110150",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,5,"2.7",12,280,41
91,"PNP1110150",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,3,"1.2",12,250,40
92,"PNP1110150",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,4,"2.8",12,310,31
93,"PNP1110171",1,"LIDE3",NA,NA,1,NA,NA,NA,NA,NA,2,"0.5",7,170,35
94,"PNP1110151",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,2,"0.7",5,180,45
95,"PNP1110151",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,2,"4",12,470,50
96,"PNP1110144",1,"CONU4",NA,NA,NA,NA,NA,NA,NA,1,5,"3.8",12,700,50
97,"PNP1110144",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,5,"1.7",12,290,37
98,"PNP1110144",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,7,"4.4",12,500,45
99,"BST1100304",12,"POTR5",12,NA,NA,NA,NA,NA,NA,NA,6,"1",5,240,42
100,"PNT1100040",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,4,"2.8",12,300,30
101,"PNT1100040",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,5,"5",12,450,13
102,"PNT1100040",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,4,"4.8",12,400,20
103,"PNT1100040",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,3,"3.8",12,350,30
104,"PNT1100040",1,"ARME",NA,NA,NA,NA,NA,NA,NA,1,6,"9.8",12,500,25
105,"PNT1100040",1,"ARME",NA,NA,NA,NA,NA,NA,NA,1,6,"11.3",12,600,20
106,"PNT1100040",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,3,"4.6",12,500,34
107,"PNT1100040",1,"QUKE",NA,NA,NA,NA,NA,NA,NA,1,3,"3",12,500,25
108,"PNT1100100",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,11,"5",12,420,18
109,"PNT1100097",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,4,"4",12,250,27
110,"PNT1100097",1,"LIDE3",NA,1,NA,NA,NA,NA,NA,NA,16,"0.6",6,73,17
111,"PNT1100097",1,"LIDE3",NA,NA,NA,1,NA,NA,NA,NA,16,"0.5",8,60,15
112,"PNT1100097",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,8,"5",12,300,33
113,"PNT1100097",1,"LIDE3",NA,NA,1,NA,NA,NA,NA,NA,15,"0.8",7,100,8
114,"PNT1100098",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,53,11
115,"PNT1100098",1,"LIDE3",NA,NA,1,NA,NA,NA,NA,NA,4,NA,7,60,15
116,"PNT1100098",1,"LIDE3",NA,NA,NA,NA,1,NA,NA,NA,2,NA,9,70,10
117,"PNT1100098",1,"LIDE3",NA,NA,NA,NA,NA,1,NA,NA,4,NA,1,105,20
118,"PNT1100099",1,"LIDE3",NA,NA,NA,NA,1,NA,NA,NA,5,NA,9,135,11
119,"PNT1100089",1,"CONU4",NA,NA,NA,NA,NA,NA,NA,1,13,"5.5",12,300,12
120,"PNT1100090",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,7,"1",13,175,6
121,"PNT1100090",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,10,"0.5",13,160,14
122,"PNT1100108",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,9,NA,2,30,5
123,"PNT1100067",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,13,"2",12,200,18
124,"PNT1100067",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,3,"3.1",12,300,17
125,"PNT1100067",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,11,"0.5",12,130,14
126,"PNT1100067",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,14,"0.75",12,150,27
127,"PNT1100077",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,7,"5.5",12,350,26
128,"PNT1100077",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,8,"6.5",12,350,28
129,"PNT1100077",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,13,"5",12,300,25
130,"PNT1100077",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,9,"7.5",12,500,24
131,"PNT1100068",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,12,"2.5",12,240,17
132,"PNT1100068",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,9,"2",12,190,28
133,"PNT1100068",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,16,"2.5",12,240,23
134,"PNT1100070",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,6,NA,12,71,9
135,"PNT1100070",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,6,"0.5",12,145,12
136,"PNT1100070",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,13,"0.5",12,150,15
137,"PNT1100070",1,"CONU4",NA,NA,NA,NA,NA,NA,NA,1,5,NA,12,110,14
138,"PNT1100070",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,5,"0.5",12,170,14
139,"PNT1100350",1,"ACMA",NA,NA,NA,NA,NA,NA,NA,1,6,"5.5",12,800,20
140,"PNT1100350",1,"ACMA",NA,NA,NA,NA,NA,NA,NA,1,3,"5",12,700,20
141,"PNT1100344",1,"ACMA",NA,NA,NA,NA,NA,NA,NA,1,8,"10.4",12,700,70
142,"PNT1100344",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,2,"1",12,210,25
143,"PNT1100205",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,2,"1",12,150,20
144,"PNT1100205",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,100,17
145,"PNT1100205",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,10,"3.5",12,230,22
146,"PNT1100205",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,6,"5",12,350,20
147,"PNT1100205",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,4,"2",12,200,20
148,"PNT1100205",1,"ACMA",NA,NA,NA,NA,NA,NA,NA,1,4,"3",12,300,20
149,"PNT1100023",1,"ACMA",NA,NA,NA,NA,NA,NA,NA,1,3,"2",12,380,30
150,"PNT1100023",1,"ACMA",NA,NA,NA,NA,NA,NA,NA,1,4,"2",12,250,15
151,"PNT1100023",1,"ARME",NA,NA,NA,NA,NA,NA,NA,1,4,"5.7",12,400,22
152,"PNT1100023",1,"ARME",NA,NA,NA,NA,NA,NA,NA,1,5,"5.7",12,600,24
153,"PNT1100023",1,"ARME",NA,NA,NA,NA,NA,NA,NA,1,3,"5.5",12,600,26
154,"PNT1100270",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,11,"2.5",12,260,24
155,"PNT1100270",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,3,"4.5",12,400,27
156,"PNT1100270",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,2,"3.7",12,420,20
157,"PNT1100270",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,2,"3",12,310,19
158,"PNT1100270",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,4,"3",12,390,20
159,"PNT1100037",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,4,"1.5",12,200,34
160,"PNT1100037",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,140,25
161,"PNT1100037",1,"LIDE3",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,80,17
162,"PNT1100137",1,"LIDE3",NA,NA,1,NA,NA,NA,NA,NA,4,"1",7,55,9
163,"PNT1100137",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,5,"2",12,160,13
164,"PNT1100203",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,5,"3.5",12,280,25
165,"PNT1100203",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,3,"3.2",12,200,27
166,"PNT1100203",1,"LIDE3",NA,NA,NA,NA,NA,1,NA,NA,6,"2.5",10,130,32
167,"PNT1100203",1,"LIDE3",NA,NA,NA,NA,NA,1,NA,NA,3,"2",10,260,40
168,"PNT1100203",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,9,"4.2",12,370,30
169,"PNT1100203",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,12,"4",12,420,35
170,"PNT1100063",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,10,"5",12,450,19
171,"PNT1100062",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,3,"5.1",12,500,30
172,"PNT1100062",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,11,"3.6",12,380,30
173,"PNT1100062",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,3,"2.4",12,650,18
174,"PNT1100062",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,10,"4.5",12,380,24
175,"PNT1100062",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,4,"3",12,310,24
176,"PNT1100062",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,3,"6",12,460,37
177,"PNT1100062",1,"LIDE3",NA,NA,NA,NA,NA,NA,NA,1,12,"4.2",12,390,22
178,"RAL1100180",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,70,14
179,"RAL1100180",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,100,25
180,"RAL1100180",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,50,12
181,"RAL1100180",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,90,21
182,"RAL1100180",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,65,28
183,"BST1100291",4,"ALNUS",4,NA,NA,NA,NA,NA,NA,NA,10,"0.8",5,200,38
184,"RAL1100143",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,50,22
185,"RAL1101134",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,75,15
186,"RAL1100143",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,120,25
187,"RAL1100049",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,16,"2.3",5,270,37
188,"RAL1100469",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,10,NA,5,100,7
189,"RAL1100511",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,15,"2.5",5,200,12
190,"RAL1100512",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,7,"2.5",5,230,26
191,"RAL1100547",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,5,"2",5,200,17
192,"RAL1100547",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,3,"2.5",5,300,17
193,"RAL1100547",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,2,"2.5",5,150,17
194,"RAL1100548",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,17,"3",5,350,30
195,"RAL1100548",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,9,"3.5",5,400,29
196,"RAL1100548",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,9,"3.5",5,350,30
197,"RAL1100548",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,6,"0.5",2,180,10
198,"RAL1100548",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,4,"2",5,200,32
199,"RAL1100548",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,4,"1.5",5,200,29
200,"RAL1100549",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,15,"1.7",5,210,37
201,"RAL1100551",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,40,16
202,"RAL1100551",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,70,16
203,"RAL1100470",1,"ACMA",1,NA,NA,NA,NA,NA,NA,NA,15,"3.5",5,400,4
204,"RAL1100471",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,10,NA,5,200,11
205,"RAL1100471",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,150,6
206,"RAL1100342",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,80,17
207,"RAL1100342",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,55,10
208,"RAL1100341",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,30,8
209,"RAL1100390",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,45,12
210,"RAL1100390",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,90,10
211,"RAL1100390",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,80,16
212,"RAL1100390",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,145,22
213,"RAL1100390",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,120,25
214,"RAL1100254",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,110,16
215,"RAL1100106",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,40,10
216,"RAL1100106",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,30,5
217,"RAL1100106",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,80,17
218,"RAL1100106",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,32,12
219,"RAL1100106",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,45,10
220,"RAL1100106",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,40,12
221,"RAL1100106",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,1,NA,5,70,18
222,"RAL1100626",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,120,20
223,"RAL1100626",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,13,"4.8",5,600,55
224,"RAL1100627",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,105,21
225,"RAL1100627",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,9,NA,5,145,15
226,"RAL1100627",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,NA,NA
227,"RAL1100627",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,NA,NA
228,"RAL1100627",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,NA,NA
229,"RAL1100590",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,20,"0.5",5,180,20
233,"RAL1101124",1,"QUCH2",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,35,8
235,"RAL1101033",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,6,"0.5",5,210,25
236,"RAL1101034",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,11,"1.2",5,220,25
237,"RAL1101034",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,130,17
239,"RAL1101078",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,100,6
240,"RAL1101078",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,80,20
241,"RAL1101079",1,"ACMA",1,NA,NA,NA,NA,NA,NA,NA,10,"2",5,350,100
242,"RAL1101080",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,11,"2.25",5,400,40
243,"RAL1101080",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,7,"2",5,350,35
244,"BAR1111767",1,"QUKE",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,53,15
245,"BAR1111767",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,75,12
246,"BAR1111621",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,60,18
247,"BAR1111621",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,75,28
248,"BAR1111621",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,70,18
249,"BAR1111621",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,5,65,13
250,"BAR1111809",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,6,"1",5,150,23
251,"BAR1111809",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,39,7
252,"BAR1111809",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,3,NA,5,68,7
253,"BAR1111810",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,150,7
254,"BAR1111946",1,"ACMA",1,NA,NA,NA,NA,NA,NA,NA,9,"1.3",5,220,43
255,"BAR1111948",1,"ACMA",1,NA,NA,NA,NA,NA,NA,NA,9,"2.5",5,370,80
256,"BAR1111948",1,"ACMA",1,NA,NA,NA,NA,NA,NA,NA,5,"4.9",5,650,100
257,"BAR1111948",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,3,"3",5,400,40
258,"BAR1111713",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,10,"3.6",5,400,37
259,"BAR1111713",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,12,"4.3",5,300,22
260,"BAR1111713",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,18,"3.4",5,350,32
261,"BAR1111711",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,3,38,12
262,"BAR1111711",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,10,NA,4,35,12
263,"BAR1111711",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,12,NA,4,90,11
264,"BAR1111711",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,4,NA,4,80,12
265,"BAR1111760",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,25,NA,4,138,29
266,"BAR1111760",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,6,NA,4,100,28
267,"BAR1111760",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,5,NA,2,40,10
268,"BAR1111760",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,6,NA,4,130,23
269,"BAR1111760",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,15,"1",6,170,18
270,"BAR1111760",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,35,"1.5",5,200,35
271,"BAR1111760",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,15,"0.5",5,135,18
272,"BAR1112279",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,90,18
273,"BAR1112279",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,6,NA,5,67,20
274,"BAR1112279",1,"QUCH2",1,NA,NA,NA,NA,NA,NA,NA,8,NA,5,60,17
275,"BAR1112279",1,"QUGA4",1,NA,NA,NA,NA,NA,NA,NA,3,NA,4,40,22
276,"BAR1112279",1,"QUGA4",1,NA,NA,NA,NA,NA,NA,NA,5,NA,4,37,4
277,"BAR1111316",1,"QUKE",1,NA,NA,NA,NA,NA,NA,NA,10,"1",5,200,38
