"ID","Regen_Plot","DBH..cm.","type","Species","X3.yr","X4yr","X5yr","X6yr","X7yr","X8yr","X9yr","X10yr","X11.yr","seed_veg_plant","tallest_ht_cm","tallest_age","tallest_lastyr_cm","number_sprouts","age","possibly_survived_fire"
522,"PNP1000037",".7","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",180,5,NA,0,NA,NA
523,"PNP1000037","3.1","c","PIPO",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",290,6,NA,0,NA,NA
524,"PNP1000037","1","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",200,7,NA,0,NA,NA
525,"PNP1000037","1","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",220,7,NA,0,NA,NA
527,"PNP1000037","2","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",240,8,NA,0,NA,NA
528,"PNP1000037",".7","c","PIPO",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",180,6,NA,0,NA,NA
529,"PNP1000037",".5","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",180,5,NA,0,NA,NA
530,"PNP1000037","2.6","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",280,6,NA,2,NA,NA
531,"PNP1000037","3.6","h","LIDE3",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",260,8,NA,0,NA,NA
533,"PNP1000037","3.9","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",350,5,NA,0,NA,NA
534,"PNP1000037","2.9","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",300,5,NA,0,NA,NA
535,"PNP1000036","1.1","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",250,7,NA,0,NA,NA
536,"PNP1000036","1.5","c","PIPO",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",210,7,NA,0,NA,NA
538,"PNP1000036",".8","c","PIPO",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",180,6,NA,0,NA,NA
539,"PNP1000036","2.6","c","PSME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",210,8,NA,0,NA,NA
540,"PNP1000036","2.4","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",350,6,NA,0,NA,NA
541,"PNP1000036","2.7","c","PIPO",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",210,6,NA,0,NA,NA
542,"PNP1000036","1.4","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",250,7,NA,0,NA,NA
543,"PNP1000036","1.5","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",250,7,NA,0,NA,NA
544,"PNP1000036","4.6","c","PSME",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",200,9,NA,0,NA,NA
545,"PNP1000036","1","h","ARME",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",250,4,NA,0,NA,NA
547,"PNP1000036",".6","h","LIDE3",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",180,6,NA,0,NA,NA
548,"PNP1000036","1.4","h","LIDE3",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",230,8,NA,0,NA,NA
549,"PNP1000036",".5","h","LIDE3",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",170,6,NA,0,NA,NA
550,"PNP1000036",".5","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",190,7,NA,0,NA,NA
551,"PNP1000036","1","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",230,5,NA,0,NA,NA
553,"PNP1000036","2.4","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",350,9,NA,0,NA,NA
555,"PNP1000036","1","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",210,7,NA,0,NA,NA
556,"PNP1000036",".7","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",220,7,NA,0,NA,NA
557,"PNP1000036",".4","h","LIDE3",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",180,5,NA,0,NA,NA
559,"PNP1000036","1.6","c","PSME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",230,8,NA,0,NA,NA
560,"PNP1000036","1.6","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",350,5,NA,0,NA,NA
562,"PNP1000036",".6","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",175,11,NA,0,NA,NA
563,"PNP1000036","1","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",210,7,NA,0,NA,NA
564,"PNP1000036","1.4","h","LIDE3",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",250,8,NA,0,NA,NA
569,"PNP1000036","1","c","PSME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",210,7,NA,0,NA,NA
570,"PNP1000036","2.5","h","LIDE3",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",370,8,NA,0,NA,NA
571,"PNP1000036","1.9","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",230,5,NA,0,NA,NA
572,"PNP1000035","1","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",180,6,NA,0,NA,NA
574,"PNP1000035","2.9","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",300,8,NA,0,NA,NA
575,"PNP1000035","1.8","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",270,6,NA,0,NA,NA
576,"PNP1000035","6.1","h","ARME",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",400,10,NA,0,NA,NA
577,"PNP1000035","1.8","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",300,6,NA,0,NA,NA
579,"PNP1000035","1.5","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",210,5,NA,0,NA,NA
580,"PNP1000035","2.5","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",260,7,NA,0,NA,NA
582,"PNP1000035","1.9","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",280,6,NA,0,NA,NA
583,"PNP1000035","2.2","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",300,8,NA,0,NA,NA
584,"PNP1000035","1.5","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",230,6,NA,0,NA,NA
586,"PNP1000035","2","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",200,8,NA,0,NA,NA
587,"PNP1000035",".3","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",155,5,NA,0,NA,NA
588,"PNP1000035","1.9","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",230,5,NA,0,NA,NA
589,"PNP1000035","1.9","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",230,5,NA,0,NA,NA
590,"PNP1000035","1.9","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",230,5,NA,0,NA,NA
591,"PNP1000035","1.9","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",230,5,NA,0,NA,NA
592,"PNP1000035","1.9","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",230,5,NA,0,NA,NA
593,"PNP1000035",".2","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",150,5,NA,0,NA,NA
594,"PNP1000035","1","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",200,7,NA,0,NA,NA
595,"PNP1000010",".3","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",160,7,NA,0,NA,NA
600,"PNP1000010","1","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",180,5,NA,0,NA,NA
603,"PNP1000010","1.8","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",240,9,NA,0,NA,NA
605,"PNP1000010","1","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",230,7,NA,0,NA,NA
616,"PNP1000010","1","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",170,5,NA,0,NA,NA
617,"PNP1000010","1","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",150,5,NA,0,NA,NA
618,"PNP1000010","1","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",160,5,NA,0,NA,NA
619,"PNP1000008","1","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",230,7,NA,0,NA,NA
620,"PNP1000008",".3","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",150,7,NA,0,NA,NA
624,"PNP1000008",".7","h","LIDE3",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",190,6,NA,0,NA,NA
626,"PNP1000008","1.3","h","CONU4",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",250,6,NA,0,NA,NA
627,"PNP1000008","1","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",190,7,NA,0,NA,NA
628,"PNP1000008",".4","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",190,5,NA,0,NA,NA
631,"PNP1000008","2","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",230,5,NA,0,NA,NA
633,"PNP1000023","3.5","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",350,8,NA,0,NA,NA
635,"PNP1000023","6.9","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",390,8,NA,0,NA,NA
637,"PNP1000023","1.5","c","PIPO",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",220,7,NA,0,NA,NA
639,"PNP1000023","5.5","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",340,8,NA,0,NA,NA
640,"PNP1000023","5","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",500,9,NA,0,NA,NA
641,"PNP1000023","1.1","c","PIPO",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",200,7,NA,0,NA,NA
643,"PNP1000023","3.2","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",400,8,NA,0,NA,NA
644,"PNP1000023","2.5","c","PIPO",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",250,7,NA,0,NA,NA
647,"PNP1000027","2.9","h","LIDE3",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",210,8,NA,0,NA,NA
649,"PNP1000027","3.4","h","LIDE3",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",330,8,NA,0,NA,NA
660,"PNP1000006",".9","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",145,6,NA,0,NA,NA
661,"PNP1000006",".5","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",170,8,NA,0,NA,NA
663,"PNP1000024","16.5","c","PIPO",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",620,10,NA,0,NA,NA
664,"PNP1000024","1.3","c","PIPO",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",200,6,NA,0,NA,NA
665,"PNP1000024","10.5","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",500,8,NA,0,NA,NA
666,"PNP1000024","7.6","c","PSME",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",510,9,NA,0,NA,NA
668,"PNP1000024","3.2","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",250,7,NA,0,NA,NA
669,"PNP1000024","4.4","c","PIPO",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",300,7,NA,0,NA,NA
670,"PNP1000024","1","c","PIPO",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",170,6,NA,0,NA,NA
671,"PNP1000024","3.8","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",320,11,NA,6,NA,NA
673,"PNP1000024","2.5","h","ARME",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",310,11,NA,2,NA,NA
675,"PNP1000024",".5","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",180,6,NA,0,NA,NA
676,"PNP1000024","3","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",280,7,NA,2,NA,NA
678,"PNP1000028","4.4","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",350,8,NA,2,NA,NA
679,"PNP1000028",".7","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",140,5,NA,0,NA,NA
680,"PNP1000028","2.9","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",300,8,NA,2,NA,NA
681,"PNP1000028","8.1","c","PIPO",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",500,9,NA,0,NA,NA
682,"PNP1000028","3.2","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",290,8,NA,1,NA,NA
683,"PNP1000028","3.2","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",250,7,NA,0,NA,NA
685,"PNP1000028","8.8","c","PIPO",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",500,9,NA,0,NA,NA
686,"PNP1000028","4.3","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",350,8,NA,2,NA,NA
687,"PNP1000028","4.5","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",410,8,NA,0,NA,NA
688,"PNP1000028","1.7","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",210,6,NA,0,NA,NA
689,"PNP1000028","6.8","c","PIPO",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",380,9,NA,0,NA,NA
691,"PNP1000028","3.4","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",260,7,NA,1,NA,NA
692,"PNP1000028","2.2","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",250,7,NA,1,NA,NA
693,"PNP1000028","1.6","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",220,6,NA,0,NA,NA
694,"PNP1000028","1.2","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",200,6,NA,1,NA,NA
695,"PNP1000028","2.6","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",230,7,NA,0,NA,NA
696,"PNP1000028","5.3","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",410,8,NA,0,NA,NA
697,"PNP1000028","2.6","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",240,8,NA,3,NA,NA
698,"PNP1000028","3","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",240,8,NA,3,NA,NA
699,"PNP1000028","2.6","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",230,7,NA,0,NA,NA
700,"PNP1000028","4.3","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",320,8,NA,0,NA,NA
701,"PNP1000028","4.5","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",350,8,NA,1,NA,NA
702,"PNP1000028","3.2","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",240,7,NA,1,NA,NA
703,"PNP1000028","3.5","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",310,8,NA,3,NA,NA
704,"PNP1000028","1.5","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",200,6,NA,0,NA,NA
705,"PNP1000028","5.2","c","PIPO",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",330,7,NA,0,NA,NA
706,"PNP1000028","1","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",180,6,NA,1,NA,NA
707,"PNP1000028","1.5","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",190,6,NA,1,NA,NA
708,"PNP1000028","6.1","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",350,8,NA,0,NA,NA
709,"PNP1000028",".6","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",160,5,NA,3,NA,NA
710,"PNP1000028","3.2","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",280,8,NA,0,NA,NA
711,"PNP1000028","3.8","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",280,8,NA,3,NA,NA
712,"PNP1000028","2.7","h","ARME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",270,8,NA,2,NA,NA
713,"PNP1000028","2.3","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",210,6,NA,0,NA,NA
714,"PNP1000028","1.1","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",200,6,NA,1,NA,NA
715,"PNP1000028","2","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",210,6,NA,1,NA,NA
716,"PNP1000028","1.4","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",210,6,NA,0,NA,NA
717,"PNP1000028","6.6","c","PIPO",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",340,9,NA,0,NA,NA
718,"PNP1000028","1.2","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",200,6,NA,2,NA,NA
719,"PNP1000028","1.1","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",180,6,NA,1,NA,NA
720,"PNP1000028","1.5","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",230,7,NA,0,NA,NA
721,"PNP1000028","1.3","h","ARME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",200,6,NA,0,NA,NA
722,"PNP1000028","2.7","c","PIPO",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",250,7,NA,0,NA,NA
725,"PNP1000034",".5","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",180,7,NA,0,NA,NA
727,"PNP1000033",".6","h","ARME",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",160,4,NA,0,NA,NA
730,"PNP1000033","1.9","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",270,7,NA,0,NA,NA
739,"PNP1000032","1.5","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",240,9,NA,0,NA,NA
741,"PNP1000032",".5","c","PSME",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",180,6,NA,0,NA,NA
742,"PNP1000032",".4","c","ABCO",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",190,6,NA,0,NA,NA
747,"PNP1000031","1.9","h","LIDE3",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",220,8,NA,0,NA,NA
749,"PNP1000031","2.5","h","ARME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",290,7,NA,0,NA,NA
751,"PNP1000031",".3","c","ABCO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",135,8,NA,0,NA,NA
752,"PNP1000031","2","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",250,9,NA,0,NA,NA
754,"PNP1000031","1.5","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",230,9,NA,0,NA,NA
755,"PNP1000031","2","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",260,9,NA,0,NA,NA
763,"PNT1000097","2.5","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",200,NA,NA,NA,NA,NA
766,"PNT1000125",".7","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",200,7,NA,0,NA,NA
770,"PNT1000008","4.4","h","CONU4",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",410,9,NA,0,NA,NA
781,"PNT1000091","2.1","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,1,"S

S
S",250,11,NA,NA,NA,NA
784,"PNT1000092","1.25","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",200,7,NA,NA,NA,NA
786,"PNT1000087","1.5","h","ARME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",1.51,NA,NA,NA,NA,NA
790,"PNT1000087","1.5","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",150,NA,NA,NA,NA,NA
794,"PNT1000074","2.5","h","LIDE3",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",350,8,NA,0,NA,NA
798,"PNT1000063","8","c","PIPO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,NA,NA,NA,NA,NA
815,"PNT1000025","1","h","QUCH2",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",160,8,NA,NA,NA,NA
827,"PNP1000015","3.2
3.2","h","COCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",320,NA,NA,NA,NA,NA
851,"PNP1000014","7.7","c","PIPO",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",400,9,NA,NA,NA,NA
852,"PNP1000014","4.4","c","PIPO",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",330,7,NA,NA,NA,NA
855,"PNT1000036","1.5","h","QUCH2",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",200,7,NA,NA,NA,NA
862,"PNT1000005","1","c","PIPO",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",NA,7,NA,NA,NA,NA
863,"PNP1110069","2.0","c","PSME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",170,8,20,NA,NA,NA
864,"PNP1110069","2.5","c","CADE27",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",180,9,28,NA,NA,NA
865,"PNP1110069","0.7","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",145,7,30,NA,NA,NA
866,"PNP1110069","1.8","c","CADE27",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",155,8,20,NA,NA,NA
867,"PNP1110069","4.5","h","ARME",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",550,11,70,NA,NA,NA
868,"PNP1110069","4.5","c","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",500,11,50,NA,NA,NA
869,"PNP1110210","1.0","h","ARME",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",180,5,42,NA,NA,NA
870,"PNP1110210","1.0","h","ARME",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",170,4,38,NA,NA,NA
871,"PNP1110210","2.0","h","LIDE3",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",280,9,35,NA,NA,NA
872,"PNP1110189","1.5","h","CONU4",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",250,8,25,NA,NA,NA
873,"PNP1110189","2.0","h","CONU4",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",400,11,35,NA,NA,NA
874,"PNP1110098","1.0","c","PSME",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",140,8,15,NA,NA,NA
875,"PNP1110033","0.4","c","PSME",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",130,7,22,NA,NA,NA
876,"PNP1110033","3.5","c","PIPO",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",300,6,37,NA,NA,NA
877,"PNP1110033","1.0","c","CADE27",NA,NA,NA,NA,NA,NA,1,NA,NA,"S",160,9,18,NA,NA,NA
878,"PNP1110033","2.0","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",155,5,40,NA,NA,NA
879,"PNP1110033","0.6","h","ARME",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",150,4,36,NA,NA,NA
880,"PNP1110022","1.0","c","PIPO",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",100,5,18,NA,NA,NA
881,"PNP1110022","1.8","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",24,5,9,NA,NA,NA
882,"PNP1110022","1.3","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",75,5,15,NA,NA,NA
883,"PNP1110022","0.8","c","PSME",NA,1,NA,NA,NA,NA,NA,NA,NA,"S",83,3,22,NA,NA,NA
884,"PNP1110022","0.3","c","CADE27",NA,NA,NA,1,NA,NA,NA,NA,NA,"S",90,6,17,NA,NA,NA
885,"PNP1110022","2.5","c","PIPO",NA,NA,1,NA,NA,NA,NA,NA,NA,"S",105,5,24,NA,NA,NA
886,"PNP1110412","4.5","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",380,15,20,NA,NA,NA
887,"PNP1110348","0.8","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",180,14,18,NA,NA,NA
888,"PNP1110348","1.0","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",190,14,18,NA,NA,NA
889,"PNP1110348","3.2","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",240,18,24,NA,NA,NA
890,"PNP1110348","3.7","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,18,33,NA,NA,NA
891,"PNP1110348","1.5","h","CONU4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",300,13,16,NA,NA,NA
892,"PNP1110348","3.0","h","CONU4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",400,15,26,NA,NA,NA
893,"PNP1110348","2.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",290,15,18,NA,NA,NA
895,"PNP1110278","5.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,19,25,NA,NA,NA
896,"PNP1110278","1.4","c","PSME",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",180,12,15,NA,NA,NA
897,"PNP1110278","0.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",160,10,19,NA,NA,NA
898,"PNP1110278","0.5","h","LIDE3",NA,NA,NA,NA,1,NA,NA,NA,NA,"S",165,7,24,NA,NA,NA
899,"PNP1110013","2.0","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",240,12,20,NA,NA,NA
900,"PNP1110013","4.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",280,16,22,NA,NA,NA
901,"PNP1110013","5.0","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,16,30,NA,NA,NA
902,"PNP1110013","2.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",310,12,33,NA,NA,NA
903,"PNP1110013","3.5","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",470,12,35,NA,NA,NA
904,"PNP1110013","4.2","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",350,14,30,NA,NA,NA
905,"PNP1110013","0.8","h","LIDE3",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",170,8,20,NA,NA,NA
906,"PNP1110013","1.7","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,1,"S",230,11,23,NA,NA,NA
907,"PNP1110011","2.3","h","CONU4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",350,12,33,NA,NA,NA
908,"PNP1110002","2.0","h","CONU4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",200,20,25,NA,NA,NA
909,"PNP1110002","6.8","h","LIDE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",500,14,25,NA,NA,NA
910,"PNP1110002","1.8","h","CONU4",NA,NA,NA,NA,NA,NA,NA,1,NA,"S",200,10,22,NA,NA,NA
911,"PNP1110107","1.2","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",162,8,21,NA,NA,NA
912,"PNP1110107","6.0","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",500,8,100,NA,NA,NA
913,"PNP1110107","1.6","c","PIPO",NA,NA,NA,NA,NA,1,NA,NA,NA,"S",150,8,26,NA,NA,NA
