"ID","Regen_Plot","COUNT TOTAL","Species","5yr","6yr","7yr","8yr","9yr","10yr","11yr","12yr","._sprouts","DBH (cm)","talst_age","tallest_ht_cm","tallest_lastyr_cm"
2448,"ELK2012659",,"LIDE3",,,,,,,,,,"0.4",,180.00,29.00
2449,"ELK2012659",,"ARME",,,,,,,,,,"5",,235.00,9.00
2450,"ELK2012659",,"QUCH2",,,,,,,,,,,,60.00,8.00
2451,"ELK2012659",,"CHCH",,,,,,,,,,,,100.00,17.00
2452,"ELK2012591",,"QUCH2",,,,,,,,,,,,70.00,8.00
2453,"ELK2012751",,"QUKE",,,,,,,,,,"0.75",,174.00,31.00
2454,"ELK2012751",,"QUKE",,,,,,,,,,"1.1",,195.00,50.00
2455,"ELK2012751",,"QUKE",,,,,,,,,,"0.6",,146.00,65.00
2456,"ELK2012751",,"QUKE",,,,,,,,,,"1",,217.00,85.00
2457,"ELK2012751",,"QUKE",,,,,,,,,,"1",,176.00,67.00
2458,"ELK2012779",,"ARME",,,,,,,,,,"2.7",,250.00,20.00
2459,"ELK2012779",,"LIDE3",,,,,,,,,,"4.5",,175.00,20.00
2460,"ELK2012779",,"LIDE3",,,,,,,,,,"1.4",,275.00,36.00
2461,"ELK2012779",,"LIDE3",,,,,,,,,,,,85.00,5.00
2462,"ELK2012779",,"LIDE3",,,,,,,,,,"1",,240.00,33.00
2463,"ELK2012779",,"QUKE",,,,,,,,,,"2",,350.00,34.00
2464,"ELK2012571",,"LIDE3",,,,,,,,,,,,80.00,10.00
2465,"ELK2012571",,"LIDE3",,,,,,,,,,,,110.00,2.50
2466,"ELK2012570",,"LIDE3",,,,,,,,,,,,85.00,4.00
2467,"ELK2012570",,"LIDE3",,,,,,,,,,,,70.00,32.00
2468,"ELK2012570",,"LIDE3",,,,,,,,,,"0.5",,140.00,3.00
2469,"ELK2012570",,"LIDE3",,,,,,,,,,,,65.00,2.70
2470,"ELK2012892",,"LIDE3",,,,,,,,,,"0.2",,137.00,21.00
2471,"ELK2012892",,"ARME",,,,,,,,,,,,101.00,23.00
2472,"ELK2012892",,"LIDE3",,,,,,,,,,,,100.00,38.00
2473,"ELK2012892",,"LIDE3",,,,,,,,,,,,80.00,8.00
2474,"ELK2012891",,"QUCH2",,,,,,,,,,,,120.00,30.00
2475,"ELK2012891",,"CHCH",,,,,,,,,,"1.1",,200.00,40.00
2476,"ELK2012891",,"CHCH",,,,,,,,,,"1.5",,205.00,37.00
2477,"ELK2012891",,"CHCH",,,,,,,,,,"1.4",,220.00,10.00
2478,"ELK2012891",,"CHCH",,,,,,,,,,"1.2",,200.00,25.00
2479,"ELK2012543",,"LIDE3",,,,,,,,,,,,50.00,8.00
2480,"ELK2012543",,"LIDE3",,,,,,,,,,,,35.00,6.50
2481,"ELK2012592",,"QUCH2",,,,,,,,,,,,35.00,65.00
2482,"ELK2012590",,"ARME",,,,,,,,,,"2.1",,175.00,5.00
2483,"ELK2012590",,"ARME",,,,,,,,,,,,100.00,18.00
2484,"ELK2012590",,"ARME",,,,,,,,,,"2",,150.00,7.00
2485,"ELK2012590",,"ARME",,,,,,,,,,"2",,250.00,21.00
2486,"ELK2012590",,"ARME",,,,,,,,,,"1.7",,190.00,12.00
2487,"ELK2012590",,"ARME",,,,,,,,,,"0.7",,140.00,17.00
2488,"ELK2012590",,"ARME",,,,,,,,,,"2",,180.00,14.00
2489,"ELK2012590",,"ARME",,,,,,,,,,"3",,210.00,6.00
2490,"ELK2012590",,"ARME",,,,,,,,,,"2.5",,205.00,10.00
2491,"ELK2012589",,"QUCH2",,,,,,,,,,,,100.00,8.00
2492,"ELK2012620",,"SALIX",,,,,,,,,,"2.1",,220.00,10.00
2493,"ELK2012620",,"SALIX",,,,,,,,,,"0.5",,220.00,28.00
2494,"ELK2012620",,"LIDE3",,,,,,,,,,"0.75",,145.00,17.00
2495,"ELK2012620",,"ARME",,,,,,,,,,,,130.00,20.00
2496,"ELK2012620",,"ARME",,,,,,,,,,,,115.00,18.00
2497,"ELK2012620",,"ARME",,,,,,,,,,,,100.00,15.00
2498,"ELK2012620",,"LIDE3",,,,,,,,,,,,18.00,3.00
2499,"ELK2012620",,"SALIX",,,,,,,,,,,,75.00,1.00
2500,"ELK2012620",,"LIDE3",,,,,,,,,,,,125.00,12.00
2501,"ELK2012620",,"SALIX",,,,,,,,,,"1.5",,225.00,26.00
2502,"ELK2012620",,"ARME",,,,,,,,,,"1",,147.00,12.00
2503,"ELK2012620",,"SALIX",,,,,,,,,,"2",,250.00,12.00
2504,"ELK2012620",,"ARME",,,,,,,,,,"1",,160.00,28.00
2505,"ELK2012620",,"ARME",,,,,,,,,,,,100.00,15.00
2506,"ELK2012620",,"LIDE3",,,,,,,,,,"0.5",,137.00,11.00
2507,"ELK2012620",,"ARME",,,,,,,,,,,,130.00,20.00
2508,"ELK2012620",,"ARME",,,,,,,,,,,,80.00,8.00
2509,"ELK2012620",,"ARME",,,,,,,,,,,,100.00,9.00
2510,"ELK2012620",,"SALIX",,,,,,,,,,"1.2",,275.00,32.00
2511,"ELK2012620",,"ARME",,,,,,,,,,"1",,160.00,30.00
2512,"ELK2012620",,"SALIX",,,,,,,,,,"2.5",,400.00,32.00
2513,"ELK2012620",,"ARME",,,,,,,,,,"0.5",,160.00,14.00
2514,"ELK2012620",,"SALIX",,,,,,,,,,"1.3",,400.00,4.00
2515,"ELK2012620",,"SALIX",,,,,,,,,,"1.3",,275.00,12.00
2516,"ELK2012620",,"SALIX",,,,,,,,,,"2.5",,475.00,6.50
2517,"ELK2012620",,"SALIX",,,,,,,,,,"1.75",,400.00,2.00
2518,"ELK2012620",,"ARME",,,,,,,,,,"2.5",,265.00,33.00
2519,"ELK2012620",,"SALIX",,,,,,,,,,"0.5",,325.00,8.00
2520,"ELK2012620",,"SALIX",,,,,,,,,,"3",,260.00,8.00
2521,"ELK2012620",,"SALIX",,,,,,,,,,,,100.00,7.50
2522,"ELK2012620",,"ARME",,,,,,,,,,"1.1",,190.00,20.00
2523,"ELK2012620",,"SALIX",,,,,,,,,,"1.2",,400.00,15.00
2524,"ELK2012620",,"SALIX",,,,,,,,,,"1.5",,350.00,8.00
2525,"ELK2012617",,"ARME",,,,,,,,,,"4.8",,450.00,22.00
2526,"ELK2012617",,"QUCH2",,,,,,,,,,"0.3",,140.00,12.50
2527,"ELK2012617",,"QUCH2",,,,,,,,,,,,70.00,5.00
2528,"ELK2012617",,"ARME",,,,,,,,,,"1.6",,225.00,26.00
2529,"ELK2012617",,"QUCH2",,,,,,,,,,"0.5",,205.00,11.00
2530,"ELK2012617",,"ARME",,,,,,,,,,,,50.00,3.50
2531,"ELK2012618",,"QUCH2",,,,,,,,,,,,55.00,31.00
2532,"ELK2012618",,"QUCH2",,,,,,,,,,,,25.00,6.50
2533,"ELK2012620",,"QUGA4",,,,,,,,,,"0.9",,145.00,23.00
2534,"ELK2012621",,"QUGA4",,,,,,,,,,,,15.00,2.00
2535,"ELK2012621",,"QUGA4",,,,,,,,,,,,25.00,1.00
2536,"ELK2012621",,"QUGA4",,,,,,,,,,,,70.00,25.00
2537,"ELK2012893",,"LIDE3",,,,,,,,,,,,95.00,13.00
2538,"ELK2012893",,"LIDE3",,,,,,,,,,,,100.00,10.50
2539,"ELK2012893",,"LIDE3",,,,,,,,,,,,125.00,18.00
2540,"ELK2012893",,"ARME",,,,,,,,,,,,120.00,19.00
2541,"ELK2012893",,"LIDE3",,,,,,,,,,,,40.00,17.00
2542,"ELK2012893",,"LIDE3",,,,,,,,,,,,120.00,18.00
2543,"ELK2012893",,"LIDE3",,,,,,,,,,"1.5",,210.00,15.00
2544,"ELK2012893",,"ARME",,,,,,,,,,"2.5",,275.00,12.00
2545,"ELK2012893",,"ARME",,,,,,,,,,"1.2",,205.00,12.00
2546,"ELK2012893",,"LIDE3",,,,,,,,,,"1.2",,400.00,47.00
2547,"RCH1100197",,"QUKE",,,,,,,,,,,,,
2548,"RCH1100173",,"QUKE",,,,,,,,,,,,13.00,5.00
2549,"RCH1100173",,"QUKE",,,,,,,,,,,,10.00,2.00
2550,"RCH1100173",,"QUKE",,,,,,,,,,,,24.00,15.00
2551,"RCH1100173",,"QUKE",,,,,,,,,,,,40.00,15.00
2552,"RCH1100173",,"QUKE",,,,,,,,,,,,100.00,40.00
2553,"RCH1100198",,"QUGA4",,,,,,,,,,,,95.00,17.00
2554,"RCH1100248",,"QUKE",,,,,,,,,,,,105.00,53.00
2555,"RCH1100458",,"QUGA4",,,,,,,,,,,,100.00,50.00
2556,"RCH1100789",,"QUGA4",,,,,,,,,,,5.00,46.00,27.00
2557,"RCH1100432",,"QUGA4",,,,,,,,,,,,60.00,15.00
2558,"RCH1100519",,"QUGA4",,,,,,,,,,,,115.00,20.00
2559,"RCH1100477",,"QUGA4",,,,,,,,,,,,55.00,15.00
2560,"RCH1100477",,"QUGA4",,,,,,,,,,,,45.00,12.00
2561,"RCH1100430",,"QUGA4",,,,,,,,,,,,110.00,13.00
2562,"RCH1100430",,"QUGA4",,,,,,,,,,,,30.00,20.00
2563,"RCH1100732",,"QUCH2",,,,,,,,,,,5.00,50.00,20.00
2564,"RCH1100075",,"QUKE",,,,,,,,,,,,12.00,2.00
2565,"RCH1100264",,"QUKE",,,,,,,,,,,,90.00,49.00
2566,"RCH1100264",,"QUKE",,,,,,,,,,,,95.00,17.00
2567,"RCH1100264",,"QUCH2",,,,,,,,,,,,80.00,9.00
2568,"RCH1100264",,"QUKE",,,,,,,,,,,,50.00,35.00
2569,"RCH1100264",,"QUKE",,,,,,,,,,,,93.00,36.00
2570,"RCH1100355",,"QUGA4",,,,,,,,,,,,9.00,4.00
2571,"RCH1100352",,"QUGA4",,,,,,,,,,,,70.00,35.00
2572,"RCH1100406",,"QUKE",,,,,,,,,,,,60.00,23.00
2573,"RCH1100463",,"QUKE",,,,,,,,,,,,120.00,13.00
2574,"RCH1100403",,"QUGA4",,,,,,,,,,,,185.00,20.00
2575,"RCH1100772",,"QUKE",,,,,,,,,,,5.00,61.00,8.00
2576,"RCH1100772",,"QUCH2",,,,,,,,,,,5.00,55.00,4.00
2577,"RCH1100772",,"QUCH2",,,,,,,,,,,5.00,40.00,3.00
2578,"RCH1100401",,"QUGA4",,,,,,,,,,,,50.00,0.50
2579,"RUS1100134",,"QUCH2",,,,,,,,,,,5.00,75.00,27.00
2580,"RUS1100165",,"QUCH2",,,,,,,,,,,5.00,31.00,7.00
2581,"RUS1100166",,"QUCH2",,,,,,,,,,,5.00,45.00,10.00
2582,"RUS1100166",,"QUCH2",,,,,,,,,,,5.00,35.00,10.50
2583,"RUS1100166",,"QUCH2",,,,,,,,,,,5.00,55.00,17.00
2584,"RUS1100166",,"QUCH2",,,,,,,,,,,5.00,30.00,12.00
2585,"RUS1100167",,"QUCH2",,,,,,,,,,,5.00,22.00,2.80
2586,"RUS1100167",,"QUCH2",,,,,,,,,,,5.00,75.00,16.00
2587,"RUS1100167",,"QUKE",,,,,,,,,,,5.00,77.00,10.00
2588,"RUS1100167",,"QUCH2",,,,,,,,,,,5.00,65.00,11.50
2589,"RUS1100167",,"QUCH2",,,,,,,,,,,5.00,70.00,19.00
2590,"RUS1100167",,"QUCH2",,,,,,,,,,,5.00,40.00,6.00
2591,"RUS1100167",,"QUCH2",,,,,,,,,,,5.00,55.00,25.00
2592,"RUS1100168",,"QUCH2",,,,,,,,,,,5.00,85.00,8.00
2593,"RUS1100172",,"QUCH2",,,,,,,,,,,5.00,60.00,30.00
2594,"RUS1100205",,"QUKE",,,,,,,,,,,5.00,40.00,25.00
2595,"RUS1100205",,"QUKE",,,,,,,,,,,5.00,90.00,18.00
2596,"RUS1100205",,"QUCH2",,,,,,,,,,,5.00,65.00,20.00
2597,"RUS1100207",,"QUCH2",,,,,,,,,,,5.00,65.00,12.00
2598,"RUS1100207",,"QUCH2",,,,,,,,,,,5.00,110.00,25.00
2599,"RUS1100393",,"QUCH2",,,,,,,,,,,5.00,18.00,7.00
2600,"RUS1100393",,"QUCH2",,,,,,,,,,,5.00,30.00,10.00
2601,"RUS1100394",,"QUCH2",,,,,,,,,,,5.00,12.00,4.00
2602,"RUS1100394",,"QUCH2",,,,,,,,,,,5.00,12.50,3.00
2603,"RUS1100517",,"QUCH2",,,,,,,,,,,5.00,95.00,20.00
2604,"RUS1100517",,"QUCH2",,,,,,,,,,,5.00,85.00,22.00
2605,"RCH1100015",,"QUCH2",,,,,,,,,,,,45.00,4.00
2606,"RCH1100015",,"QUCH2",,,,,,,,,,,,75.00,6.00
2607,"RCH1100026",,"QUCH2",,,,,,,,,,,,50.00,2.00
2608,"RCH1100026",,"QUCH2",,,,,,,,,,,,90.00,6.00
2609,"RCH1100042",,"QUCH2",,,,,,,,,,,,49.00,9.00
2610,"RCH1100042",,"QUCH2",,,,,,,,,,,,45.00,5.00
2611,"RCH1100042",,"QUCH2",,,,,,,,,,,,45.00,5.00
2612,"RCH1100042",,"QUCH2",,,,,,,,,,,,33.00,9.00
2613,"RCH1100042",,"QUCH2",,,,,,,,,,,,50.00,20.00
2614,"RCH1100042",,"QUCH2",,,,,,,,,,,,42.00,11.00
2615,"RCH1100042",,"QUCH2",,,,,,,,,,,,25.00,3.00
2616,"RCH1100042",,"QUCH2",,,,,,,,,,,,42.00,5.00
2617,"RCH1100042",,"QUCH2",,,,,,,,,,,,40.00,3.00
2618,"RCH1100042",,"QUCH2",,,,,,,,,,,,50.00,6.00
2619,"RCH1100042",,"QUCH2",,,,,,,,,,,,50.00,7.00
2620,"RCH1100046",,"QUCH2",,,,,,,,,,,,100.00,2.00
2621,"RCH1100058",,"QUCH2",,,,,,,,,,,,31.00,7.00
2622,"RCH1100058",,"QUKE",,,,,,,,,,,,50.00,12.00
2623,"RCH1100058",,"QUCH2",,,,,,,,,,,,35.00,7.00
2624,"RCH1100058",,"QUCH2",,,,,,,,,,,,25.00,5.00
2625,"RCH1100058",,"QUCH2",,,,,,,,,,,,40.00,4.00
2626,"RCH1100058",,"QUCH2",,,,,,,,,,,,30.00,6.00
2627,"RCH1100058",,"QUCH2",,,,,,,,,,,,40.00,8.00
2628,"RCH1100058",,"QUCH2",,,,,,,,,,,,35.00,10.00
2629,"RCH1100058",,"QUCH2",,,,,,,,,,,,35.00,2.00
2630,"RCH1100058",,"QUCH2",,,,,,,,,,,,42.00,9.00
2631,"RCH1100080",,"QUKE",,,,,,,,,,,,135.00,26.00
2632,"RCH1100080",,"QUKE",,,,,,,,,,,,50.00,19.00
2633,"RCH1100080",,"QUKE",,,,,,,,,,,,90.00,10.50
2634,"RCH1100080",,"QUKE",,,,,,,,,,,,140.00,11.00
2635,"RCH1100080",,"QUKE",,,,,,,,,,,,100.00,11.00
2636,"RCH1100080",,"QUKE",,,,,,,,,,,,120.00,19.00
2637,"RCH1100080",,"QUKE",,,,,,,,,,,,90.00,20.00
2638,"RCH1100080",,"QUKE",,,,,,,,,,,,100.00,9.00
2639,"RCH1100080",,"QUKE",,,,,,,,,,,,52.00,28.00
2640,"RCH1100080",,"QUKE",,,,,,,,,,,,55.00,22.00
2641,"RCH1100080",,"QUKE",,,,,,,,,,,,75.00,21.00
2642,"RCH1100080",,"QUKE",,,,,,,,,,,,74.00,34.00
2643,"RCH1100080",,"QUKE",,,,,,,,,,,,79.00,5.00
2644,"RCH1100080",,"QUKE",,,,,,,,,,,,125.00,23.00
2645,"RCH1100091",,"QUKE",,,,,,,,,,,,45.00,15.00
2646,"RCH1100091",,"QUKE",,,,,,,,,,"1",,200.00,10.00
2647,"RCH1100133",,"QUKE",,,,,,,,,,,,90.00,15.00
2648,"RCH1100133",,"QUKE",,,,,,,,,,,,150.00,21.00
2649,"RCH1100133",,"QUKE",,,,,,,,,,,,75.00,11.00
2650,"RCH1100133",,"QUKE",,,,,,,,,,,,120.00,15.00
2651,"RCH1100133",,"QUKE",,,,,,,,,,,,100.00,15.00
2652,"RCH1100133",,"QUKE",,,,,,,,,,,,120.00,20.00
2653,"RCH1100133",,"QUKE",,,,,,,,,,,,35.00,8.00
2654,"RCH1100133",,"QUKE",,,,,,,,,,,,45.00,7.00
2655,"RCH1100133",,"QUKE",,,,,,,,,,,,70.00,12.00
2656,"RCH1100159",,"QUCH2",,,,,,,,,,,,50.00,1.50
2657,"RCH1100159",,"QUCH2",,,,,,,,,,,,70.00,15.00
2658,"RCH1100163",,"QUCH2",,,,,,,,,,,,,
2659,"RCH1100219",,"QUKE",,,,,,,,,,,,130.00,35.00
2660,"RCH1100219",,"QUKE",,,,,,,,,,,,,
2661,"RCH1100219",,"QUKE",,,,,,,,,,,,,
2662,"RCH1100219",,"QUKE",,,,,,,,,,,,,
2663,"RCH1100224",,"QUKE",,,,,,,,,,,,180.00,47.00
2664,"RCH1100224",,"QUKE",,,,,,,,,,,,200.00,15.00
2665,"RCH1100259",,"QUCH2",,,,,,,,,,,,42.00,12.00
2666,"RCH1100259",,"QUCH2",,,,,,,,,,,,39.00,7.00
2667,"RCH1100259",,"QUCH2",,,,,,,,,,,,38.00,9.00
2668,"RCH1100259",,"QUCH2",,,,,,,,,,,,40.00,8.00
2669,"RCH1100326",,"QUGA4",,,,,,,,,,,,35.00,10.00
2670,"RCH1100326",,"QUGA4",,,,,,,,,,,,40.00,7.00
2671,"RCH1100633",,"QUKE",,,,,,,,,,,,80.00,15.00
2672,"RCH1100667",,"QUKE",,,,,,,,,,"1",,150.00,35.00
2673,"RCH1100667",,"QUKE",,,,,,,,,,,5.00,65.00,15.00
2674,"RCH1100667",,"QUKE",,,,,,,,,,,,55.00,2.50
2675,"RCH1100667",,"QUKE",,,,,,,,,,,,30.00,7.00
2676,"RCH1100703",,"QUKE",,,,,,,,,,,5.00,70.00,12.00
2677,"RCH1100727",,"QUKE",,,,,,,,,,,5.00,85.00,2.50
2678,"RCH1100727",,"QUKE",,,,,,,,,,,5.00,40.00,12.00
2679,"RCH1100727",,"QUKE",,,,,,,,,,,5.00,110.00,7.00
2680,"RCH1100727",,"QUCH2",,,,,,,,,,,5.00,50.00,14.00
2681,"RCH1100727",,"QUCH2",,,,,,,,,,,5.00,35.00,8.00
2682,"RCH1100738",,"QUCH2",,,,,,,,,,,5.00,,
2683,"RCH1100839",,"QUKE",,,,,,,,,,,5.00,135.00,10.00
2684,"RCH1100839",,"QUKE",,,,,,,,,,,5.00,50.00,12.00
2685,"RCH1100839",,"QUKE",,,,,,,,,,,5.00,95.00,25.00
2686,"CHB2012130","1","QUGA4",,,,,,,,,5,,4.00,,
2687,"CHB2012170","1","QUGA2",,,,,,,,,2,,,,
2688,"CHB2012170","1","QUGA2",,,,,,,,,5,,,,
2689,"CHB2012170","1","QUGA2",,,,,,,,,1,,,,
2691,"CHB2012171","1","QUGA2",,,,,,,,,10,,,,
2692,"CHB2012191","1","QUGA4",,,,,,,,,9,,2.00,,
2693,"CHB2012191","1","QUGA4",,,,,,,,,3,,2.00,,
2694,"CHB2012193","1","QUGA4",,,1,,,,,,,,1.00,,
2695,"CHB2012193","1","QUGA4",,,,,1,,,,,,3.00,,
2696,"CHB2012212","1","QUGA4",,,,,,,,,,,16.00,,
2697,"CHB2012212","1","QUGA4",,,,,,,,,,,4.00,,
2698,"CHB2012212","1","QUGA4",,,,,,,,,,,16.00,,
2699,"CHB2012212","1","QUGA4",,,,,,,,,,,15.00,,
2700,"CHB2012212","1","QUGA4",,,,,,,,,,,10.00,,
2701,"CHB2012212","1","QUGA4",,,,,,,,,,,1.00,,
2702,"CHB2012212","1","QUGA4",,,,,,,,,,,11.00,,
2703,"CHB2012212","1","QUGA4",,,,,,,,,,,7.00,,
2704,"CHB2012212","1","QUGA4",,,,,,,,,,,10.00,,
2705,"CHB2012212","1","QUGA4",,,,,,,,,,,17.00,,
2706,"CHB2012212","1","QUGA4",,,,,,,,,,,4.00,,
2707,"CHB2012212","1","QUGA4",,,,,,,,,,,19.00,,
2708,"CHB2012212","1","QUGA4",,,,,,,,,,,10.00,,
2709,"CHB2012212","1","QUGA4",,,,,,,,,,,3.00,,
2710,"CHB2012212","1","QUGA4",,,,,,,,,,,4.00,,
2711,"CHB2012212","1","QUGA4",,,,,,,,,,,16.00,,
2712,"CHB2012212","1","QUGA4",,,,,,,,,,,3.00,,
2713,"CHB2012212","1","QUGA4",,,,,,,,,,,2.00,,
2714,"CHB2012212","1","QUGA4",,,,,,,,,,,2.00,,
2715,"CHB2012212","1","QUGA4",,,,,,,,,,,6.00,,
2716,"CHB2012212","1","QUGA4",,,,,,,,,,,25.00,,
2717,"CHB2012212","1","QUGA4",,,,,,,,,,,13.00,,
2718,"CHB2012212","1","QUGA4",,,,,,,,,,,12.00,,
2719,"CHB2012212","1","QUGA4",,,,,,,,,,,28.00,,
2720,"CHB2012212","1","QUGA4",,,,,,,,,,,26.00,,
2721,"CHB2012212","1","QUGA4",,,,,,,,,,,12.00,,
2722,"CHB2012212","1","QUGA4",,,,,,,,,,,12.00,,
2723,"CHB2012212","1","QUGA4",,,,,,,,,,,20.00,,
2724,"CHB2012212","1","QUGA4",,,,,,,,,,,20.00,,
2725,"CHB2012212","1","QUGA4",,,,,,,,,,,12.00,,
2726,"CHB2012212","1","QUGA4",,,,,,,,,,,0.00,,
2727,"CHB2012212","1","QUGA4",,,,,,,,,,,9.00,,
2728,"CHB2012212","1","QUGA4",,,,,,,,,,,12.00,,
2729,"CHB2012212","1","QUGA4",,,,,,,,,,,19.00,,
2730,"CHB2012212","1","QUGA4",,,,,,,,,,,20.00,,
2733,"CHB2012212","1","QUGA4",,,,,,,,,,,6.00,,
2734,"CHB2012212","1","QUGA4",,,,,,,,,,,13.00,,
